"Code","SiteCode","Level","Pcode","Province_EN","Province_TH","Dcode","Distinct_EN","Distinct_TH","Scode","SubDistinct_EN","SubDistinct_TH","Zone","Name_TH","Name_EN","Htype","HType2","Hsize","P_Funded","Focus","Prioritization","CDC","NEAB","x","y"
"10996","10996","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4003","Phra Yuen","อ.พระยืน","400301",NULL,NULL,"Z07","รพ.พระยืน","Phra Yuen","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.65534873","16.333383939"
"10997","10997","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4004","Nong Ruea","อ.หนองเรือ","400401",NULL,NULL,"Z07","รพ.หนองเรือ","Nong Roue","Public","District H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.44071164","16.491232035"
"10998","10998","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4005","Chum Phae","อ.ชุมแพ","400501",NULL,NULL,"Z07","รพ.ชุมแพ","Chum Phae","Public","General H","ML","Add-on PEPFAR","PF-1",NULL,"CDC",NULL,"102.10072625","16.545291315"
"10999","10999","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4006","Si Chomphu","อ.สีชมพู","400604",NULL,NULL,"Z07","รพ.สีชมพู","Si Chon Poo","Public","District H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.18743701","16.796186853"
"11000","11000","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4007","Nam Phong","อ.น้ำพอง","400701",NULL,NULL,"Z07","รพ.น้ำพอง","Nam Pong","Public","District H","ML","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.801971093179","16.7292007629677"
"11001","11001","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4008","Ubolratana","อ.อุบลรัตน์","400803",NULL,NULL,"Z07","รพ.อุบลรัตน์","Ubon Rat","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.63077804","16.756858459"
"11002","11002","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4010","Ban Phai","อ.บ้านไผ่","401002",NULL,NULL,"Z07","รพ.บ้านไผ่","Ban Phai","Public","District H","ML","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.73017635","16.058812628"
"11003","11003","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4011","Pueai Noi","อ.เปือยน้อย","401101",NULL,NULL,"Z07","รพ.เปือยน้อย","Kuen Noi","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.90963245","15.870239175"
"11004","11004","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4012","Phon","อ.พล","401201",NULL,NULL,"Z07","รพ.พล","Pol","Public","District H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.60857626","15.816622423"
"11005","11005","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4013","Waeng Yai","อ.แวงใหญ่","401301",NULL,NULL,"Z07","รพ.แวงใหญ่","Wang Yai","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.532614241867","15.9400318074703"
"11006","11006","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4014","Waeng Noi","อ.แวงน้อย","401404",NULL,NULL,"Z07","รพ.แวงน้อย","Wang Noi","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.38800049","15.815515732"
"11007","11007","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4015","Nong Song Hong","อ.หนองสองห้อง","401501",NULL,NULL,"Z07","รพ.หนองสองห้อง","Nong Song hong","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.794444206721","15.732982360205"
"11008","11008","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4016","Phu Wiang","อ.ภูเวียง","401617",NULL,NULL,"Z07","รพ.ภูเวียง","Phou Vieng","Public","District H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.37955755","16.652020033"
"11009","11009","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4017","Mancha Khiri","อ.มัญจาคีรี","401701",NULL,NULL,"Z07","รพ.มัญจาคีรี","Manjakiri","Public","District H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.5337723","16.13501226"
"11010","11010","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4018","Chonnabot","อ.ชนบท","401801",NULL,NULL,"Z07","รพ.ชนบท","Chonnabot","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.6187911","16.091108703"
"11011","11011","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4019","Khao Suan Kwang","อ.เขาสวนกวาง","401905",NULL,NULL,"Z07","รพ.เขาสวนกวาง","Kao Suan Kwang","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.84456301","16.83657492"
"11012","11012","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4020","Phu Pha Man","อ.ภูผาม่าน","402003",NULL,NULL,"Z07","รพ.ภูผาม่าน","Phu Pa Man","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"101.90075516","16.64624443"
"11013","11013","Site/Hospital","P41","Udon Thani","อุดรธานี","4102","Kut Chap","อ.กุดจับ","410206",NULL,NULL,"Z08","รพ.กุดจับ","Kud Chub","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.56225388","17.405995693"
"11014","11014","Site/Hospital","P41","Udon Thani","อุดรธานี","4103","Nong Wua So","อ.หนองวัวซอ","410301",NULL,NULL,"Z08","รพ.หนองวัวซอ","Nong Wou Sor","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.59819627","17.27148159"
"11015","11015","Site/Hospital","P41","Udon Thani","อุดรธานี","4104","Kumphawapi","อ.กุมภวาปี","410415",NULL,NULL,"Z08","รพ.กุมภวาปี","Kumphawapi","Public","General H","ML","Add-on PEPFAR","PF-1",NULL,"CDC",NULL,"103.020461799524","17.1047398143025"
"11017","11017","Site/Hospital","P41","Udon Thani","อุดรธานี","4105","Non Sa-At","อ.โนนสะอาด","410501",NULL,NULL,"Z08","รพ.โนนสะอาด","Non Sa Ad","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.890680427598","16.9578868692909"
"11018","11018","Site/Hospital","P41","Udon Thani","อุดรธานี","4106","Nong Han","อ.หนองหาน","410601",NULL,NULL,"Z08","รพ.หนองหาน","Nong Harn","Public","District H","M","Add-on PEPFAR","PF-1",NULL,"CDC",NULL,"103.104570503566","17.3622150600059"
"11019","11019","Site/Hospital","P41","Udon Thani","อุดรธานี","4107","Thung Fon","อ.ทุ่งฝน","410701",NULL,NULL,"Z08","รพ.ทุ่งฝน","Toong Fon","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"103.26100767","17.47214427"
"11020","11020","Site/Hospital","P41","Udon Thani","อุดรธานี","4108","Chai Wan","อ.ไชยวาน","410801",NULL,NULL,"Z08","รพ.ไชยวาน","Chai Wan","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"103.23148727","17.29541249"
"11021","11021","Site/Hospital","P41","Udon Thani","อุดรธานี","4109","Si That","อ.ศรีธาตุ","410902",NULL,NULL,"Z08","รพ.ศรีธาตุ","Si That","Public","District H","SM","Add-on PEPFAR","PF-1",NULL,"CDC",NULL,"103.18494558","16.98095006"
"11022","11022","Site/Hospital","P41","Udon Thani","อุดรธานี","4110","Wang Sam Mo","อ.วังสามหมอ","411006",NULL,NULL,"Z08","รพ.วังสามหมอ","Wang Sam Mor","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"103.43240131","16.94855211"
"11023","11023","Site/Hospital","P41","Udon Thani","อุดรธานี","4117","Ban Phue","อ.บ้านผือ","411701",NULL,NULL,"Z08","รพ.บ้านผือ","Ban Phue","Public","District H","M","Add-on PEPFAR","PF-1",NULL,"CDC",NULL,"102.462063430024","17.6945988120743"
"11024","11024","Site/Hospital","P41","Udon Thani","อุดรธานี","4118","Nam Som","อ.น้ำโสม","411810",NULL,NULL,"Z08","รพ.น้ำโสม","Nam Som","Public","District H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.191908317791","17.7733251064092"
"11025","11025","Site/Hospital","P41","Udon Thani","อุดรธานี","4119","Phen","อ.เพ็ญ","411901",NULL,NULL,"Z08","รพ.เพ็ญ","Pen","Public","District H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.909770045821","17.6987223989694"
"11026","11026","Site/Hospital","P41","Udon Thani","อุดรธานี","4120","Sang Khom","อ.สร้างคอม","412001",NULL,NULL,"Z08","รพ.สร้างคอม","Sang Com","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"103.08036089","17.83497872"
"11027","11027","Site/Hospital","P41","Udon Thani","อุดรธานี","4121","Nong Saeng","อ.หนองแสง","412104",NULL,NULL,"Z08","รพ.หนองแสง","Nong Sang","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.780436280901","17.165922200014"
"11028","11028","Site/Hospital","P41","Udon Thani","อุดรธานี","4122","Na Yung","อ.นายูง","412201",NULL,NULL,"Z08","รพ.นายูง","Na Yoong","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.171232","17.914093"
"11029","11029","Site/Hospital","P41","Udon Thani","อุดรธานี","4123","Phibun Rak","อ.พิบูลย์รักษ์","412301",NULL,NULL,"Z08","รพ.พิบูลย์รักษ์","Pi Bul Rak","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"103.053088189311","17.5522371146779"
"11030","11030","Site/Hospital","P42","Loei","เลย","4202","Na Duang","อ.นาด้วง","420201",NULL,NULL,"Z08","รพ.นาด้วง","Naduang","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"101.973879934606","17.477071798163202"
"11031","11031","Site/Hospital","P42","Loei","เลย","4203","Chiang Khan","อ.เชียงคาน","420301",NULL,NULL,"Z08","รพ.เชียงคาน","Chiangkan","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"101.66332575413","17.8953040146463"
"11032","11032","Site/Hospital","P42","Loei","เลย","4204","Pak Chom","อ.ปากชม","420401",NULL,NULL,"Z08","รพ.ปากชม","Pakchom","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"101.881816146761","18.0241802099713"
"11033","11033","Site/Hospital","P42","Loei","เลย","4206","Na Haeo","อ.นาแห้ว","420601",NULL,NULL,"Z08","รพ.นาแห้ว","Na haeo","Public","District H","SS","Domestic only","Non-PF",NULL,NULL,NULL,"101.06722355","17.47665734"
"11034","11034","Site/Hospital","P42","Loei","เลย","4207","Phu Ruea","อ.ภูเรือ","420701",NULL,NULL,"Z08","รพ.ภูเรือ","Phuruea","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"101.354327199999","17.44953631"
"11035","11035","Site/Hospital","P42","Loei","เลย","4208","Tha Li","อ.ท่าลี่","420801",NULL,NULL,"Z08","รพ.ท่าลี่","Thalee","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"101.431757213991","17.6234294536811"
"11036","11036","Site/Hospital","P42","Loei","เลย","4209","Wang Saphung","อ.วังสะพุง","420901",NULL,NULL,"Z08","รพ.วังสะพุง","Wang Saphung","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"101.75802917315","17.2814620964137"
"11037","11037","Site/Hospital","P42","Loei","เลย","4210","Phu Kradueng","อ.ภูกระดึง","421007",NULL,NULL,"Z08","รพ.ภูกระดึง","Phukradueng","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"101.882990603041","16.8848407536611"
"11038","11038","Site/Hospital","P42","Loei","เลย","4211","Phu Luang","อ.ภูหลวง","421102",NULL,NULL,"Z08","รพ.ภูหลวง","Phuluang","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"101.67184319","17.13389351"
"11039","11039","Site/Hospital","P42","Loei","เลย","4212","Pha Khao","อ.ผาขาว","421203",NULL,NULL,"Z08","รพ.ผาขาว","Phakhao","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"102.043774753303","17.0702269353244"
"11040","11040","Site/Hospital","P38","Bueng Kan","บึงกาฬ","3801","Mueang Bueng Kan","อ.เมืองบึงกาฬ","380101",NULL,NULL,"Z08","รพ.บึงกาฬ","Bueng Kan","Public","General H","ML","Domestic only","Non-PF",NULL,NULL,NULL,"103.6517787","18.36381219"
"11041","11041","Site/Hospital","P38","Bueng Kan","บึงกาฬ","3802","Phon Charoen","อ.พรเจริญ","380203",NULL,NULL,"Z08","รพ.พรเจริญ","Phon Charoen","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"103.708405","18.008233"
"11042","11042","Site/Hospital","P43","Nong Khai","หนองคาย","4305","Phon Phisai","อ.โพนพิสัย","430501",NULL,NULL,"Z08","รพ.โพนพิสัย","Phon Phisai","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"103.086940701219","18.0493121143532"
"11043","11043","Site/Hospital","P38","Bueng Kan","บึงกาฬ","3803","So Phisai","อ.โซ่พิสัย","380301",NULL,NULL,"Z08","รพ.โซ่พิสัย","Sophisai","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"103.44735188095","18.0812941697538"
"11044","11044","Site/Hospital","P43","Nong Khai","หนองคาย","4307","Si Chiang Mai","อ.ศรีเชียงใหม่","430701",NULL,NULL,"Z08","รพ.ศรีเชียงใหม่","Sri Chiangmai","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"102.590754257678","17.9565548326854"
"11045","11045","Site/Hospital","P43","Nong Khai","หนองคาย","4308","Sangkhom","อ.สังคม","430802",NULL,NULL,"Z08","รพ.สังคม","Sangkom","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"102.2809548676014","18.055262606755157"
"11046","11046","Site/Hospital","P38","Bueng Kan","บึงกาฬ","3804","Seka","อ.เซกา","380401",NULL,NULL,"Z08","รพ.เซกา","Seka","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"103.95596266","17.93666325"
"11047","11047","Site/Hospital","P38","Bueng Kan","บึงกาฬ","3805","Pak Khat","อ.ปากคาด","380504",NULL,NULL,"Z08","รพ.ปากคาด","Pakkad","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"103.31242561","18.299284"
"11048","11048","Site/Hospital","P38","Bueng Kan","บึงกาฬ","3806","Bueng Khong Long","อ.บึงโขงหลง","380601",NULL,NULL,"Z08","รพ.บึงโขงหลง","Bueng Khonglong","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.04553247","17.965280649"
"11049","11049","Site/Hospital","P38","Bueng Kan","บึงกาฬ","3807","Si Wilai","อ.ศรีวิไล","380701",NULL,NULL,"Z08","รพ.ศรีวิไล","Srivilai","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"103.73771667","18.18611839"
"11050","11050","Site/Hospital","P38","Bueng Kan","บึงกาฬ","3808","Bung Khla","อ.บุ่งคล้า","380801",NULL,NULL,"Z08","รพ.บุ่งคล้า","Bungkhla","Public","District H","SS","Domestic only","Non-PF",NULL,NULL,NULL,"103.986791972303","18.2794349137745"
"11051","11051","Site/Hospital","P44","Maha Sarakham","มหาสารคาม","4402","Kae Dam","อ.แกดำ","440201",NULL,NULL,"Z07","รพ.แกดำ","Kaedam","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"103.400900959073","16.0464578821407"
"11052","11052","Site/Hospital","P44","Maha Sarakham","มหาสารคาม","4403","Kosum Phisai","อ.โกสุมพิสัย","440301",NULL,NULL,"Z07","รพ.โกสุมพิสัย","Kosum Phisai","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"103.067794775332","16.2413708422113"
"11053","11053","Site/Hospital","P44","Maha Sarakham","มหาสารคาม","4404","Kantharawichai","อ.กันทรวิชัย","440401",NULL,NULL,"Z07","รพ.กันทรวิชัย","Kantharwichai","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"103.302227959073","16.3294421323148"
